,Unnamed: 0,Unnamed: 0.1,Listing_id,Location,Address,Price,Title,Agent,Url,Bedrooms,Bathrooms,Parking Spaces,Floor Size,Erf Size,Gross Lettable Area,address2,lat,lon
794,794,794,109180175,Essenwood,162 Clarence Road,4800000.0,12 Bedroom House,Prime Auctions,/for-sale/essenwood/durban/kwazulu-natal/6165/109180175,12.0,7.0,4.0,,994.0,,162 Clarence Road Durban,-29.8372631,31.0142261
795,795,795,109212285,South Beach,unknown,795000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/south-beach/durban/kwazulu-natal/6027/109212285,1.0,1.0,,53.0,,,South Beach Durban,-29.862027400000002,31.037410200593246
796,796,796,109210933,Musgrave,unknown,2295000.0,3 Bedroom Townhouse,Harcourts Equity,/for-sale/musgrave/durban/kwazulu-natal/6166/109210933,3.0,3.0,2.0,200.0,,,Musgrave Durban,-29.8488889,30.9961111
797,797,797,109309043,Montclair,unknown,595000.0,2 Bedroom Apartment,unknown,/for-sale/montclair/durban/kwazulu-natal/6040/109309043,2.0,1.0,2.0,50.0,,,Montclair Durban,-29.9197222,30.9652778
798,798,798,109313979,North Beach,unknown,2060000.0,2.5 Bedroom Apartment,Wakefields Beach,/for-sale/north-beach/durban/kwazulu-natal/6022/109313979,2.5,1.5,,,,,North Beach Durban,-29.846709099999998,31.035285842256584
799,799,799,109063533,Springfield,570 Inanda Road,17250000.0,Industrial Property,Deal Core,/for-sale/springfield/durban/kwazulu-natal/6196/109063533,,,,1850.0,,,570 Inanda Road Durban,-29.7992634,30.9812449
800,800,800,109214459,Morningside,unknown,1550000.0,2 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109214459,2.0,2.0,2.0,89.0,,,Morningside Durban,-29.8183613,31.0180771
801,801,801,109235018,North Beach,84 Somtseu Road,650000.0,Apartment,Property.CoZa - Berea,/for-sale/north-beach/durban/kwazulu-natal/6022/109235018,,1.0,,,,,84 Somtseu Road Durban,-29.8454511,31.0282238
802,802,802,109058468,Durban Central,28 Somtseu Rd,940000.0,1.5 Bedroom Apartment,unknown,/for-sale/durban-central/durban/kwazulu-natal/5992/109058468,1.5,1.0,,72.0,,,28 Somtseu Rd Durban,-29.8454511,31.0282238
803,803,803,109225732,Morningside,195 Percy Osborn Road,720000.0,2 Bedroom Apartment,Chas Everitt KZN North Coast,/for-sale/morningside/durban/kwazulu-natal/6021/109225732,2.0,1.0,1.0,65.0,,,195 Percy Osborn Road Durban,-29.827961,31.0237563
804,804,804,109013600,Musgrave,unknown,790000.0,2 Bedroom Apartment,Maxprop Durban - Letting & Sales,/for-sale/musgrave/durban/kwazulu-natal/6166/109013600,2.0,2.0,1.0,,,,Musgrave Durban,-29.8488889,30.9961111
805,805,805,109234906,Point Waterfront,unknown,500000.0,1.5 Bedroom Apartment,unknown,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109234906,1.5,1.0,1.0,72.0,,,Point Waterfront Durban,-29.861825,31.009909
806,806,806,109243677,Greenwood Park,unknown,1200000.0,3 Bedroom Townhouse,Jazmax - Phoenix,/for-sale/greenwood-park/durban/kwazulu-natal/6086/109243677,3.0,2.0,1.0,124.0,,,Greenwood Park Durban,-29.785,31.0166667
807,807,807,109232926,Hillary,unknown,590000.0,Vacant Land,Prime Property Umhlanga,/for-sale/hillary/durban/kwazulu-natal/6251/109232926,,,,,1230.0,,Hillary Durban,-29.8833333,30.9402778
808,808,808,109273246,Morningside,unknown,2650000.0,4 Bedroom House,Maxprop Durban - Letting & Sales,/for-sale/morningside/durban/kwazulu-natal/6021/109273246,4.0,3.0,3.0,,,,Morningside Durban,-29.8183613,31.0180771
809,809,809,109272850,Sea View,unknown,780000.0,2 Bedroom House,Tyson Properties Queensburgh Office,/for-sale/sea-view/durban/kwazulu-natal/6255/109272850,2.0,1.0,1.0,,1007.0,,Sea View Durban,-29.9022222,30.97
810,810,810,109301967,Musgrave,unknown,790000.0,2 Bedroom Apartment,Maxprop Durban - Letting & Sales,/for-sale/musgrave/durban/kwazulu-natal/6166/109301967,2.0,2.0,1.0,,,,Musgrave Durban,-29.8488889,30.9961111
811,811,811,109250662,Morningside,unknown,2750000.0,4 Bedroom House,Soukop Property Group - Morningside,/for-sale/morningside/durban/kwazulu-natal/6021/109250662,4.0,2.0,10.0,,686.0,,Morningside Durban,-29.8183613,31.0180771
812,812,812,109158923,Windermere,unknown,1595000.0,2 Bedroom Apartment,Pam Golding Properties - Durban,/for-sale/windermere/durban/kwazulu-natal/6033/109158923,2.0,2.0,3.0,95.0,,,Windermere Durban,-29.83273115,31.017483106825047
813,813,813,109270993,Morningside,unknown,12800000.0,Vacant Land,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109270993,,,,,3811.0,,Morningside Durban,-29.8183613,31.0180771
814,814,814,109254489,Westridge,unknown,750000.0,3 Bedroom House,Wakefields Estate Agents Berea,/for-sale/westridge/durban/kwazulu-natal/6202/109254489,3.0,1.0,1.0,,1186.0,,Westridge Durban,-29.8558333,30.9877778
815,815,815,109256809,Point Waterfront,unknown,3850000.0,3 Bedroom Apartment,Prime Property Umhlanga,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109256809,3.0,2.5,1.0,200.0,,,Point Waterfront Durban,-29.861825,31.009909
816,816,816,109269650,Bulwer,unknown,1595000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109269650,2.0,2.0,2.0,104.0,,,Bulwer Durban,-29.8583333,31.0033333
817,817,817,109206351,Essenwood,unknown,3700000.0,4 Bedroom Townhouse,Seeff Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109206351,4.0,3.0,2.0,,938.0,,Essenwood Durban,-29.8369444,31.0130556
818,818,818,109262768,Glenmore,unknown,1950000.0,3 Bedroom House,Sam Harwood Property,/for-sale/glenmore/durban/kwazulu-natal/10787/109262768,3.0,2.0,2.0,,811.0,,Glenmore Durban,-29.8030835,31.0323483
819,819,819,109294257,Newlands West,unknown,750000.0,2 Bedroom House,Liger Property Group,/for-sale/newlands-west/durban/kwazulu-natal/6133/109294257,2.0,1.0,3.0,,129.0,,Newlands West Durban,-29.7783333,30.9608333
820,820,820,109157001,Point Waterfront,unknown,2250000.0,2 Bedroom Apartment,Wakefields Beach,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109157001,2.0,2.0,2.0,130.0,,,Point Waterfront Durban,-29.861825,31.009909
821,821,821,109305981,North Beach,unknown,785000.0,1 Bedroom Apartment,Jazmax - Westville,/for-sale/north-beach/durban/kwazulu-natal/6022/109305981,1.0,1.0,,,,,North Beach Durban,-29.846709099999998,31.035285842256584
822,822,822,109284123,Musgrave,3 Blairview 124 10th Avenue,805000.0,2 Bedroom Apartment,unknown,/for-sale/musgrave/durban/kwazulu-natal/6166/109284123,2.0,1.0,2.0,,,,3 Blairview 124 10th Avenue Durban,,
823,823,823,109303213,Brighton Beach,unknown,2195000.0,6 Bedroom House,Harcourts Brighton Beach,/for-sale/brighton-beach/durban/kwazulu-natal/6144/109303213,6.0,3.0,6.0,,,,Brighton Beach Durban,-29.9383333,31.0025
824,824,824,109286171,Earlsfield,unknown,,3 Bedroom House,unknown,/for-sale/earlsfield/durban/kwazulu-natal/6078/109286171,3.0,2.0,1.0,,322.0,,Earlsfield Durban,-29.7730003,30.9369843
825,825,825,109226389,Reservoir Hills,unknown,720000.0,3 Bedroom Apartment,Seeff Queensburgh,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109226389,3.0,1.0,1.0,78.0,,,Reservoir Hills Durban,-29.794942,30.9353627
826,826,826,109252329,Bluff,107 Oriel Road,1250000.0,3 Bedroom House,Wakefields Estate Agents Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109252329,3.0,1.0,1.0,,1012.0,,107 Oriel Road Durban,-29.9147092,31.0106255
827,827,827,109247292,Morningside,unknown,1500000.0,3 Bedroom Apartment,Jazmax - Head Office,/for-sale/morningside/durban/kwazulu-natal/6021/109247292,3.0,2.0,2.0,96.0,,,Morningside Durban,-29.8183613,31.0180771
828,828,828,109220837,Musgrave,unknown,,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109220837,2.0,1.0,,71.0,,,Musgrave Durban,-29.8488889,30.9961111
829,829,829,109163514,Durban Central,46 Joseph Nduli Street,399000.0,3 Bedroom Apartment,Fengari Properties,/for-sale/durban-central/durban/kwazulu-natal/5992/109163514,3.0,1.5,,83.0,,,46 Joseph Nduli Street Durban,-29.8577509,31.015258
830,830,830,109220332,Esplanade,unknown,725000.0,1 Bedroom Apartment,Wakefields Beach,/for-sale/esplanade/durban/kwazulu-natal/6010/109220332,1.0,1.0,,77.0,,,Esplanade Durban,-29.861825,31.009909
831,831,831,109225574,Ocean View,unknown,1025000.0,2 Bedroom Apartment,Chas Everitt Durban South,/for-sale/ocean-view/durban/kwazulu-natal/6158/109225574,2.0,2.0,2.0,61.0,,,Ocean View Durban,-29.9108333,31.0247222
832,832,832,109258485,Montclair,unknown,990000.0,3 Bedroom House,Soukop Property Group - Montclair,/for-sale/montclair/durban/kwazulu-natal/6040/109258485,3.0,1.0,1.0,,940.0,,Montclair Durban,-29.9197222,30.9652778
833,833,833,109214958,Morningside,195 Percy Osborn Road,720000.0,2 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109214958,2.0,1.0,1.0,65.0,,,195 Percy Osborn Road Durban,-29.827961,31.0237563
834,834,834,109248399,Reservoir Hills,unknown,1500000.0,6 Bedroom House,Pam Golding Properties - Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109248399,6.0,3.0,13.0,,1032.0,,Reservoir Hills Durban,-29.794942,30.9353627
835,835,835,109301438,Springfield,unknown,780000.0,6 Bedroom House,Jawitz Morningside,/for-sale/springfield/durban/kwazulu-natal/6196/109301438,6.0,4.0,,,1111.0,,Springfield Durban,-29.8205556,30.995
836,836,836,109323773,Point Waterfront,unknown,2250000.0,2 Bedroom Apartment,Wakefields Beach,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109323773,2.0,2.0,2.0,130.0,,,Point Waterfront Durban,-29.861825,31.009909
837,837,837,107687357,Morningside,114 Rapson Road,2800000.0,4 Bedroom House,Blueprint Realty,/for-sale/morningside/durban/kwazulu-natal/6021/107687357,4.0,2.0,1.0,,557.0,,114 Rapson Road Durban,-29.822939,31.0201197
838,838,838,109311447,Reservoir Hills,unknown,1195000.0,5 Bedroom House,Jazmax - Westville,/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109311447,5.0,1.0,1.0,,,,Reservoir Hills Durban,-29.794942,30.9353627
839,839,839,109165991,Musgrave,unknown,1800000.0,3 Bedroom Townhouse,Pam Golding Properties - Durban,/for-sale/musgrave/durban/kwazulu-natal/6166/109165991,3.0,2.0,1.0,,3763.0,,Musgrave Durban,-29.8488889,30.9961111
840,840,840,109142066,Musgrave,unknown,1100000.0,2 Bedroom Apartment,Heydon Homes,/for-sale/musgrave/durban/kwazulu-natal/6166/109142066,2.0,1.0,1.0,71.0,,,Musgrave Durban,-29.8488889,30.9961111
841,841,841,109211932,Essenwood,unknown,1670000.0,2 Bedroom Apartment,BIDCORE,/for-sale/essenwood/durban/kwazulu-natal/6165/109211932,2.0,2.0,2.0,73.0,,,Essenwood Durban,-29.8369444,31.0130556
842,842,842,109247521,Glenwood,unknown,600000.0,2.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109247521,2.5,1.0,1.0,81.0,,,Glenwood Durban,-29.8638889,30.9877778
843,843,843,109138575,Morningside,unknown,3100000.0,4 Bedroom House,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109138575,4.0,4.0,5.0,,1150.0,,Morningside Durban,-29.8183613,31.0180771
844,844,844,109203475,Essenwood,unknown,2195000.0,3 Bedroom Townhouse,RE/MAX Address - Berea,/for-sale/essenwood/durban/kwazulu-natal/6165/109203475,3.0,3.5,2.0,191.0,,,Essenwood Durban,-29.8369444,31.0130556
845,845,845,109317000,Morningside,unknown,1950000.0,3 Bedroom Townhouse,Jazmax - Head Office,/for-sale/morningside/durban/kwazulu-natal/6021/109317000,3.0,2.0,2.0,,,,Morningside Durban,-29.8183613,31.0180771
846,846,846,109286078,North Beach,unknown,800000.0,Apartment,Wakefields Beach,/for-sale/north-beach/durban/kwazulu-natal/6022/109286078,,1.0,1.0,44.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
847,847,847,109236673,Newlands West,unknown,475000.0,2 Bedroom Apartment,unknown,/for-sale/newlands-west/durban/kwazulu-natal/6133/109236673,2.0,1.0,,,,,Newlands West Durban,-29.7783333,30.9608333
848,848,848,109193303,Glenwood,unknown,2250000.0,3 Bedroom House,Seeff Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109193303,3.0,3.0,4.0,,624.0,,Glenwood Durban,-29.8638889,30.9877778
849,849,849,109291407,Sydenham,unknown,1924000.0,3 Bedroom House,Liger Property Group,/for-sale/sydenham/durban/kwazulu-natal/6198/109291407,3.0,2.0,2.0,,640.0,,Sydenham Durban,-29.8283333,30.9944444
850,850,850,109245294,Montclair,unknown,4999500.0,5 Bedroom House,Tyson Properties Bluff,/for-sale/montclair/durban/kwazulu-natal/6040/109245294,5.0,3.0,2.0,,877.0,,Montclair Durban,-29.9197222,30.9652778
851,851,851,109294350,Morningside,unknown,3100000.0,4 Bedroom House,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109294350,4.0,4.0,5.0,,1150.0,,Morningside Durban,-29.8183613,31.0180771
852,852,852,109177311,Essenwood,unknown,5400000.0,5 Bedroom House,Pam Golding Properties - Durban,/for-sale/essenwood/durban/kwazulu-natal/6165/109177311,5.0,4.0,12.0,,1136.0,,Essenwood Durban,-29.8369444,31.0130556
853,853,853,109316808,Durban Central,unknown,132000000.0,Industrial Property,"Just Property, Amanzimtoti",/for-sale/durban-central/durban/kwazulu-natal/5992/109316808,,,,10948.0,,,Durban Central Durban,-29.8574209,31.02222775321959
854,854,854,109053788,Brighton Beach,10 Gousblom Street,1290000.0,3 Bedroom Townhouse,Chas Everitt Durban South,/for-sale/brighton-beach/durban/kwazulu-natal/6144/109053788,3.0,1.0,3.0,98.0,,,10 Gousblom Street Durban,,
855,855,855,109304346,Montclair,unknown,650000.0,1.5 Bedroom Apartment,unknown,/for-sale/montclair/durban/kwazulu-natal/6040/109304346,1.5,1.0,1.0,,,,Montclair Durban,-29.9197222,30.9652778
856,856,856,109232927,North Beach,unknown,4295000.0,3 Bedroom Apartment,Prime Property Umhlanga,/for-sale/north-beach/durban/kwazulu-natal/6022/109232927,3.0,2.5,1.0,137.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
857,857,857,107512085,Morningside,6 Roselea Court 26 Gordon Road,900000.0,2 Bedroom Apartment,Proprop - Durban,/for-sale/morningside/durban/kwazulu-natal/6021/107512085,2.0,1.0,1.0,,,,6 Roselea Court 26 Gordon Road Durban,,
858,858,858,109091541,Bulwer,260 Clark Road,1100000.0,2 Bedroom Apartment,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109091541,2.0,2.0,1.0,94.0,,,260 Clark Road Durban,-29.8559709,30.9941475
859,859,859,109231104,Windermere,unknown,795000.0,1 Bedroom Apartment,Soukop Property Group - Morningside,/for-sale/windermere/durban/kwazulu-natal/6033/109231104,1.0,1.0,2.0,48.0,,,Windermere Durban,-29.83273115,31.017483106825047
860,860,860,109271448,Avoca,unknown,2200000.0,4 Bedroom House,Jazmax - Phoenix,/for-sale/avoca/durban/kwazulu-natal/6063/109271448,4.0,4.0,2.0,,861.0,,Avoca Durban,-29.7708333,31.0166667
861,861,861,108822776,Essenwood,681 Peter Mokaba Ridge Road,1970000.0,3 Bedroom Apartment,Fengari Properties,/for-sale/essenwood/durban/kwazulu-natal/6165/108822776,3.0,2.0,3.0,119.0,,,681 Peter Mokaba Ridge Road Durban,-29.8348555,31.0008074
862,862,862,109201815,Morningside,unknown,2600000.0,3 Bedroom House,Acutts Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109201815,3.0,2.0,6.0,,686.0,,Morningside Durban,-29.8183613,31.0180771
863,863,863,109203908,Musgrave,unknown,875000.0,1 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/musgrave/durban/kwazulu-natal/6166/109203908,1.0,1.0,1.0,56.0,,,Musgrave Durban,-29.8488889,30.9961111
864,864,864,109239462,Bluff,unknown,3500000.0,6 Bedroom House,Tyson Properties Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109239462,6.0,4.5,6.0,,1178.0,,Bluff Durban,-29.920544,30.9941939
865,865,865,109216664,Umbilo,unknown,1790000.0,4 Bedroom House,Prime Property Highway,/for-sale/umbilo/durban/kwazulu-natal/6029/109216664,4.0,2.0,3.0,,580.0,,Umbilo Durban,-29.8905556,30.9777778
866,866,866,109215289,Bluff,unknown,1650000.0,4 Bedroom House,Prime Property Highway,/for-sale/bluff/durban/kwazulu-natal/12970/109215289,4.0,2.0,9.0,,888.0,,Bluff Durban,-29.920544,30.9941939
867,867,867,109111318,Point Waterfront,19 Prince Street,690000.0,1.5 Bedroom Apartment,Fengari Properties,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109111318,1.5,1.0,1.0,74.0,,,19 Prince Street Durban,-29.8660044,31.0423929
868,868,868,109243576,Morningside,unknown,1450000.0,3 Bedroom Townhouse,Soukop Property Group - Morningside,/for-sale/morningside/durban/kwazulu-natal/6021/109243576,3.0,2.0,2.0,100.0,,,Morningside Durban,-29.8183613,31.0180771
869,869,869,109240703,Morningside,unknown,800000.0,1 Bedroom Apartment,Harcourts Equity,/for-sale/morningside/durban/kwazulu-natal/6021/109240703,1.0,1.0,1.0,82.0,,,Morningside Durban,-29.8183613,31.0180771
870,870,870,109260575,Newlands West,unknown,580000.0,3 Bedroom House,Jazmax Newlands,/for-sale/newlands-west/durban/kwazulu-natal/6133/109260575,3.0,1.0,,,620.0,,Newlands West Durban,-29.7783333,30.9608333
871,871,871,109254936,Glenwood,unknown,620000.0,1 Bedroom Apartment,PropertyTime,/for-sale/glenwood/durban/kwazulu-natal/6034/109254936,1.0,1.0,1.0,48.0,,,Glenwood Durban,-29.8638889,30.9877778
872,872,872,109199319,Clare Hills,unknown,595000.0,4 Bedroom Townhouse,Prime Property Musgrave,/for-sale/clare-hills/durban/kwazulu-natal/6186/109199319,4.0,2.0,2.0,,22715.0,,Clare Hills Durban,-29.8158333,30.9766667
873,873,873,109245321,Bluff,unknown,2500000.0,5 Bedroom House,KZN North Coast Property,/for-sale/bluff/durban/kwazulu-natal/12970/109245321,5.0,5.0,2.0,,1330.0,,Bluff Durban,-29.920544,30.9941939
874,874,874,109227899,Montclair,unknown,750000.0,3 Bedroom Apartment,Elangeni Properties,/for-sale/montclair/durban/kwazulu-natal/6040/109227899,3.0,2.0,1.0,87.0,,,Montclair Durban,-29.9197222,30.9652778
875,875,875,109266501,Reservoir Hills,unknown,375000.0,Vacant Land,"Just Property, Westville / Pinetown",/for-sale/reservoir-hills/durban/kwazulu-natal/6192/109266501,,,,,875.0,,Reservoir Hills Durban,-29.794942,30.9353627
876,876,876,109272980,Bluff,unknown,2500000.0,5 Bedroom House,KZN North Coast Property,/for-sale/bluff/durban/kwazulu-natal/12970/109272980,5.0,5.0,2.0,,1330.0,,Bluff Durban,-29.920544,30.9941939
877,877,877,109204414,Esplanade,unknown,530000.0,1 Bedroom Apartment,Wakefields Beach,/for-sale/esplanade/durban/kwazulu-natal/6010/109204414,1.0,1.0,1.0,73.0,,,Esplanade Durban,-29.861825,31.009909
878,878,878,109277960,South Beach,14 Kearsney Road,300000.0,Apartment,Rawson Properties Durban City,/for-sale/south-beach/durban/kwazulu-natal/6027/109277960,,1.0,,42.0,,,14 Kearsney Road Durban,-29.8566756,31.0348885
879,879,879,109060537,Durban Central,37 Joseph Nduli Street,950000.0,3 Bedroom Apartment,Rawson Properties Durban City,/for-sale/durban-central/durban/kwazulu-natal/5992/109060537,3.0,2.0,2.0,149.0,,,37 Joseph Nduli Street Durban,-29.8577509,31.015258
880,880,880,109198642,North Beach,unknown,4950000.0,3 Bedroom Apartment,Prime Property Musgrave,/for-sale/north-beach/durban/kwazulu-natal/6022/109198642,3.0,2.0,1.0,180.0,,,North Beach Durban,-29.846709099999998,31.035285842256584
881,881,881,109047121,Sherwood,129 Loon Road,999000.0,2 Bedroom Townhouse,Soukop Property Group - Westville,/for-sale/sherwood/durban/kwazulu-natal/6194/109047121,2.0,1.5,2.0,,,,129 Loon Road Durban,-29.8283649,30.973858
882,882,882,109318389,Musgrave,unknown,1225000.0,2.5 Bedroom Apartment,Dormehl Phalane Property Group Umhlanga,/for-sale/musgrave/durban/kwazulu-natal/6166/109318389,2.5,1.0,1.0,,,,Musgrave Durban,-29.8488889,30.9961111
883,883,883,109136244,Bluff,35 Marathon Road,1960000.0,3 Bedroom House,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109136244,3.0,1.0,5.0,,1004.0,,35 Marathon Road Durban,-29.9181887,31.0055396
884,884,884,109323467,Morningside,unknown,975000.0,2 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/morningside/durban/kwazulu-natal/6021/109323467,2.0,1.0,2.0,68.0,,,Morningside Durban,-29.8183613,31.0180771
885,885,885,109237036,Parlock,unknown,1300000.0,4 Bedroom House,Prime Property Musgrave,/for-sale/parlock/durban/kwazulu-natal/6135/109237036,4.0,2.5,7.0,,533.0,,Parlock Durban,-29.7941211,30.9747594
886,886,886,109242729,Glenwood,unknown,3800000.0,4 Bedroom House,Tyson Properties Morningside Office,/for-sale/glenwood/durban/kwazulu-natal/6034/109242729,4.0,2.0,5.0,,977.0,,Glenwood Durban,-29.8638889,30.9877778
887,887,887,109215451,Bluff,unknown,650000.0,1 Bedroom Apartment,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109215451,1.0,1.0,2.0,48.0,,,Bluff Durban,-29.920544,30.9941939
888,888,888,109310025,Palmiet,unknown,865000.0,2 Bedroom Apartment,Jazmax - Head Office,/for-sale/palmiet/durban/kwazulu-natal/6185/109310025,2.0,2.0,2.0,,,,Palmiet Durban,-29.8113889,30.965
889,889,889,109229105,Sherwood,unknown,950000.0,2 Bedroom Apartment,Prime Property Musgrave,/for-sale/sherwood/durban/kwazulu-natal/6194/109229105,2.0,2.0,1.0,66.0,,,Sherwood Durban,-29.8288889,30.9772222
890,890,890,109198377,Musgrave,unknown,845000.0,2 Bedroom Apartment,Prime Property Musgrave,/for-sale/musgrave/durban/kwazulu-natal/6166/109198377,2.0,1.0,1.0,83.0,,,Musgrave Durban,-29.8488889,30.9961111
891,891,891,108842522,Umkumbaan,49 Redmore Road,1850000.0,3 Bedroom House,Harcourts Pulse,/for-sale/umkumbaan/durban/kwazulu-natal/6031/108842522,3.0,2.0,3.0,,1400.0,,49 Redmore Road Durban,-29.8689643,30.9560877
892,892,892,109312108,Musgrave,unknown,930000.0,1 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109312108,1.0,1.0,1.0,,,,Musgrave Durban,-29.8488889,30.9961111
893,893,893,109117925,Bulwer,126 - 136 Brand Road,10995000.0,20 Bedroom House,Rawson Properties Berea,/for-sale/bulwer/durban/kwazulu-natal/5969/109117925,20.0,20.0,21.0,,,,126 - 136 Brand Road Durban,-29.858682,31.002567
894,894,894,109250289,Montclair,unknown,1800000.0,4 Bedroom House,Rawson Properties Durban Bluff,/for-sale/montclair/durban/kwazulu-natal/6040/109250289,4.0,2.0,11.0,,,,Montclair Durban,-29.9197222,30.9652778
895,895,895,109282390,Bluff,unknown,650000.0,1 Bedroom Apartment,Acutts Bluff,/for-sale/bluff/durban/kwazulu-natal/12970/109282390,1.0,1.0,2.0,48.0,,,Bluff Durban,-29.920544,30.9941939
896,896,896,108904493,Glenwood,unknown,2495000.0,6 Bedroom House,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/108904493,6.0,5.0,2.0,,686.0,,Glenwood Durban,-29.8638889,30.9877778
897,897,897,109019838,Essenwood,unknown,1575000.0,2 Bedroom Apartment,Sam Harwood Property,/for-sale/essenwood/durban/kwazulu-natal/6165/109019838,2.0,1.0,2.0,109.0,,,Essenwood Durban,-29.8369444,31.0130556
898,898,898,109260730,Yellowwood Park,unknown,1899000.0,4 Bedroom House,Leadhome,/for-sale/yellowwood-park/durban/kwazulu-natal/6043/109260730,4.0,2.0,2.0,,1032.0,,Yellowwood Park Durban,-29.92,30.9369444
899,899,899,109206081,Essenwood,unknown,3500000.0,3 Bedroom Townhouse,Tyson Properties Morningside Office,/for-sale/essenwood/durban/kwazulu-natal/6165/109206081,3.0,2.0,2.0,,849.0,,Essenwood Durban,-29.8369444,31.0130556
900,900,900,109231108,Sydenham,unknown,1495000.0,3 Bedroom House,RE/MAX Address - Berea,/for-sale/sydenham/durban/kwazulu-natal/6198/109231108,3.0,2.0,2.0,129.0,,,Sydenham Durban,-29.8283333,30.9944444
901,901,901,109214450,Morningside,unknown,720000.0,1.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109214450,1.5,1.0,1.0,68.0,,,Morningside Durban,-29.8183613,31.0180771
902,902,902,109229351,Ocean View,unknown,1695000.0,3 Bedroom House,Leadhome,/for-sale/ocean-view/durban/kwazulu-natal/6158/109229351,3.0,1.5,2.0,,1412.0,,Ocean View Durban,-29.9108333,31.0247222
903,903,903,109192233,Musgrave,"24 Selma Court, 358 King Dinuzulu Road",850000.0,1 Bedroom Apartment,RE/MAX Address - Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/109192233,1.0,1.0,1.0,76.0,,,"24 Selma Court, 358 King Dinuzulu Road Durban",,
904,904,904,109193121,Morningside,unknown,1495000.0,2.5 Bedroom Apartment,Tyson Properties Morningside Office,/for-sale/morningside/durban/kwazulu-natal/6021/109193121,2.5,1.5,1.0,96.0,,,Morningside Durban,-29.8183613,31.0180771
905,905,905,109118878,Mount Vernon,unknown,1250000.0,3 Bedroom House,unknown,/for-sale/mount-vernon/durban/kwazulu-natal/6253/109118878,3.0,2.0,2.0,,,,Mount Vernon Durban,-29.8966667,30.9375
906,906,906,109171176,Point Waterfront,59 Hospital Road,550000.0,1 Bedroom Apartment,Rawson Properties Durban City,/for-sale/point-waterfront/durban/kwazulu-natal/6024/109171176,1.0,1.0,,46.0,,,59 Hospital Road Durban,-29.8640374,31.0413577
907,907,907,109299981,Bulwer,unknown,4500000.0,5 Bedroom House,"Just Property, Berea",/for-sale/bulwer/durban/kwazulu-natal/5969/109299981,5.0,4.0,2.0,,2234.0,,Bulwer Durban,-29.8583333,31.0033333
908,908,908,109214587,Glenwood,unknown,895000.0,2 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/glenwood/durban/kwazulu-natal/6034/109214587,2.0,1.0,1.0,95.0,,,Glenwood Durban,-29.8638889,30.9877778
909,909,909,108986600,Musgrave,88 Musgrave Road,4250000.0,4 Bedroom Apartment,Wakefields Estate Agents Berea,/for-sale/musgrave/durban/kwazulu-natal/6166/108986600,4.0,4.5,2.0,190.0,,,88 Musgrave Road Durban,-29.8492096,31.0000675
910,910,910,109269397,Esplanade,unknown,850000.0,2.5 Bedroom Apartment,Wakefields Beach,/for-sale/esplanade/durban/kwazulu-natal/6010/109269397,2.5,2.0,1.0,116.0,,,Esplanade Durban,-29.861825,31.009909
